Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Savings,Status
0.0,owner,36.0,42.0,married,no_rec,freelance,60.0,260.0,3000.0,250,1100.0,1288.0,6.46,good
10.0,rent,60.0,42.0,married,no_rec,fixed,76.0,158.0,5000.0,0,1000.0,1000.0,4.92,good
32.0,owner,36.0,49.0,married,no_rec,fixed,75.0,163.0,4000.0,0,400.0,700.0,7.92,good
14.0,owner,48.0,29.0,married,no_rec,fixed,75.0,131.0,4000.0,0,980.0,2981.0,2.74,bad
20.0,rent,60.0,38.0,married,no_rec,fixed,74.0,140.0,0.0,0,1500.0,1600.0,2.64,good
26.0,owner,60.0,41.0,married,no_rec,fixed,45.0,132.0,0.0,0,1100.0,1472.0,4.75,good
10.0,priv,60.0,46.0,married,no_rec,fixed,75.0,66.0,5500.0,1700,1250.0,1525.0,-1.25,good
6.0,owner,60.0,33.0,married,no_rec,partime,60.0,140.0,6000.0,0,1150.0,1715.0,4.17,good
2.0,owner,60.0,23.0,single,no_rec,fixed,35.0,150.0,3000.0,0,2000.0,4904.0,3.45,good
24.0,owner,48.0,39.0,married,no_rec,fixed,75.0,110.0,3000.0,0,1150.0,1379.0,1.46,good
2.0,priv,48.0,27.0,married,no_rec,others,75.0,59.0,2500.0,2200,1200.0,1530.0,-1.52,bad
3.0,priv,36.0,37.0,married,no_rec,freelance,45.0,87.0,4500.0,0,900.0,1596.0,1.68,good
1.0,parents,48.0,23.0,single,no_rec,fixed,35.0,139.0,0.0,0,650.0,650.0,7.68,good
2.0,parents,36.0,22.0,single,no_rec,partime,35.0,100.0,25000.0,0,1400.0,1850.0,1.67,good
16.0,rent,60.0,35.0,single,no_rec,fixed,49.0,135.0,0.0,0,1300.0,1310.0,3.97,good
5.0,owner,48.0,46.0,married,no_rec,fixed,90.0,137.0,2000.0,0,1100.0,1487.0,2.05,good
1.0,rent,60.0,40.0,married,no_rec,fixed,57.0,120.0,0.0,0,1500.0,1737.0,2.52,good
0.0,rent,48.0,52.0,married,no_rec,freelance,35.0,91.0,5000.0,0,800.0,1794.0,3.36,good
7.0,owner,36.0,41.0,married,no_rec,fixed,75.0,87.0,4500.0,0,2000.0,2104.0,0.22,good
23.0,rent,48.0,57.0,single,yes_rec,fixed,49.0,142.0,0.0,0,1300.0,1450.0,3.43,good
2.0,parents,60.0,35.0,single,no_rec,others,35.0,65.0,0.0,0,1100.0,1324.0,1.64,good
10.0,owner,6.0,46.0,married,no_rec,freelance,45.0,464.0,10000.0,0,1100.0,2235.0,2.29,good
5.0,rent,60.0,42.0,married,yes_rec,freelance,113.0,83.0,0.0,0,1530.0,1530.0,-1.18,bad
0.0,other,60.0,38.0,married,yes_rec,fixed,45.0,183.0,0.0,0,1500.0,1700.0,5.52,bad
0.0,owner,48.0,25.0,single,no_rec,fixed,35.0,126.0,2800.0,0,1170.0,1372.0,3.73,good
0.0,parents,24.0,20.0,single,no_rec,partime,35.0,66.0,0.0,0,550.0,550.0,1.35,bad
2.0,rent,48.0,24.0,single,no_rec,fixed,44.0,90.0,0.0,0,1200.0,1450.0,1.84,good
10.0,other,60.0,57.0,married,no_rec,fixed,60.0,84.0,9000.0,0,1400.0,1423.0,1.03,good
4.0,other,60.0,37.0,married,yes_rec,freelance,60.0,61.0,0.0,0,1420.0,1450.0,0.04,good
4.0,parents,60.0,27.0,married,no_rec,freelance,35.0,103.0,0.0,0,1050.0,1214.0,3.89,good
2.0,owner,60.0,31.0,married,no_rec,fixed,45.0,55.0,4000.0,800,700.0,1250.0,0.17,bad
43.0,other,24.0,60.0,married,no_rec,fixed,60.0,185.0,0.0,0,319.0,1669.0,9.4,good
8.0,parents,48.0,34.0,single,no_rec,fixed,35.0,85.0,0.0,0,1000.0,1383.0,2.4,good
9.0,owner,48.0,26.0,married,no_rec,fixed,35.0,101.0,5000.0,0,500.0,1997.0,6.34,good
8.0,priv,48.0,25.0,married,no_rec,fixed,45.0,180.0,1500.0,0,1100.0,1200.0,5.89,good
30.0,other,48.0,50.0,married,no_rec,fixed,45.0,220.0,0.0,0,600.0,900.0,14.0,good
2.0,owner,48.0,41.0,married,no_rec,fixed,60.0,142.0,4000.0,0,2000.0,2465.0,1.97,bad
5.0,parents,24.0,32.0,married,no_rec,fixed,35.0,91.0,0.0,0,450.0,530.0,2.99,good
2.0,rent,60.0,62.0,married,yes_rec,others,41.0,57.0,8000.0,0,1200.0,1500.0,0.8,bad
1.0,owner,48.0,27.0,single,yes_rec,fixed,45.0,62.0,5000.0,0,1500.0,1788.0,0.54,good
10.0,owner,48.0,54.0,married,no_rec,freelance,35.0,27.0,5000.0,0,1050.0,1054.0,-0.37,bad
4.0,other,36.0,54.0,married,no_rec,freelance,60.0,37.0,0.0,0,250.0,350.0,-3.31,bad
22.0,other,24.0,36.0,married,no_rec,fixed,45.0,176.0,0.0,0,700.0,1428.0,4.49,good
7.0,owner,60.0,55.0,married,no_rec,fixed,45.0,124.0,5000.0,0,800.0,982.0,5.93,good
1.0,parents,60.0,19.0,single,no_rec,fixed,45.0,128.0,9500.0,2800,1300.0,1540.0,2.54,bad
7.0,owner,60.0,31.0,married,no_rec,fixed,60.0,92.0,3500.0,991,1050.0,1158.0,1.26,bad
7.0,other,48.0,55.0,married,no_rec,fixed,75.0,100.0,6000.0,0,1200.0,1700.0,1.0,good
21.0,owner,36.0,37.0,married,no_rec,fixed,75.0,300.0,7000.0,3500,1100.0,1876.0,6.22,good
8.0,owner,24.0,51.0,married,no_rec,fixed,45.0,167.0,8000.0,0,250.0,400.0,11.71,good
25.0,owner,60.0,51.0,married,no_rec,fixed,60.0,222.0,7000.0,0,1300.0,1400.0,7.48,good
1.0,parents,48.0,22.0,single,no_rec,freelance,35.0,169.0,10000.0,0,650.0,722.0,9.9,bad
0.0,rent,60.0,57.0,married,no_rec,others,43.0,80.0,0.0,0,1200.0,1515.0,1.85,good
5.0,rent,48.0,48.0,married,yes_rec,freelance,65.0,50.0,0.0,0,1200.0,1487.0,-0.6,bad
13.0,parents,60.0,28.0,married,no_rec,fixed,35.0,138.0,0.0,0,1080.0,1192.0,5.72,good
2.0,rent,36.0,54.0,married,no_rec,fixed,54.0,187.0,0.0,0,1200.0,2050.0,3.99,good
1.0,owner,60.0,53.0,married,no_rec,freelance,35.0,140.0,8000.0,0,1600.0,2222.0,3.94,bad
7.0,parents,60.0,25.0,single,no_rec,fixed,35.0,58.0,28000.0,0,1100.0,1338.0,1.25,good
18.0,other,36.0,42.0,single,no_rec,fixed,35.0,83.0,0.0,0,700.0,1380.0,2.47,good
1.0,rent,36.0,40.0,separated,no_rec,others,79.0,38.0,0.0,0,400.0,400.0,-3.69,bad
6.0,owner,48.0,35.0,married,no_rec,freelance,60.0,51.0,3500.0,350,1300.0,1588.0,-0.46,good
2.0,owner,60.0,42.0,widow,no_rec,others,45.0,35.0,6000.0,0,650.0,865.0,-0.92,bad
12.0,owner,48.0,31.0,married,no_rec,fixed,60.0,84.0,5000.0,0,700.0,1702.0,1.65,good
7.0,parents,60.0,30.0,single,no_rec,fixed,35.0,95.0,0.0,0,900.0,1158.0,4.0,good
18.0,owner,36.0,41.0,married,no_rec,fixed,45.0,104.0,12000.0,800,900.0,1607.0,2.04,good
6.0,owner,36.0,58.0,married,no_rec,fixed,60.0,390.0,45000.0,0,1000.0,2318.0,11.88,good
10.0,owner,60.0,50.0,married,no_rec,fixed,75.0,209.0,13500.0,0,1450.0,1786.0,5.54,good
7.0,priv,48.0,27.0,married,no_rec,fixed,60.0,71.0,800.0,0,800.0,1505.0,0.66,good
1.0,parents,36.0,33.0,married,no_rec,fixed,35.0,200.0,0.0,0,600.0,1580.0,9.9,good
1.0,owner,60.0,47.0,separated,no_rec,fixed,35.0,48.0,5000.0,0,1200.0,1445.0,0.65,bad
0.0,parents,60.0,38.0,separated,yes_rec,freelance,45.0,66.0,0.0,0,700.0,1738.0,1.8,bad
7.0,owner,24.0,41.0,married,no_rec,freelance,45.0,86.0,6000.0,0,1200.0,2676.0,0.82,good
16.0,owner,36.0,30.0,married,no_rec,fixed,45.0,82.0,4500.0,0,800.0,975.0,1.67,bad
10.0,owner,36.0,49.0,married,no_rec,freelance,45.0,126.0,5000.0,0,800.0,1150.0,3.65,good
11.0,owner,48.0,53.0,married,no_rec,fixed,45.0,111.0,5000.0,0,1300.0,1763.0,2.44,good
20.0,owner,48.0,44.0,married,no_rec,fixed,45.0,87.0,3000.0,0,800.0,1694.0,2.52,good
1.0,rent,6.0,34.0,married,no_rec,freelance,99.0,535.0,0.0,0,500.0,1196.0,5.23,good
8.0,rent,36.0,51.0,married,yes_rec,freelance,60.0,104.0,0.0,0,400.0,600.0,3.96,good
1.0,owner,60.0,36.0,married,yes_rec,freelance,45.0,41.0,4000.0,2000,1500.0,1743.0,-0.96,bad
13.0,other,48.0,40.0,married,yes_rec,freelance,75.0,270.0,0.0,0,2300.0,2750.0,4.07,good
8.0,parents,36.0,27.0,single,no_rec,partime,35.0,53.0,0.0,0,225.0,350.0,2.88,bad
1.0,owner,36.0,38.0,married,no_rec,freelance,90.0,49.0,7000.0,300,1200.0,1619.0,-1.32,bad
13.0,other,60.0,40.0,married,no_rec,fixed,60.0,140.0,0.0,0,700.0,1465.0,6.86,good
2.0,parents,60.0,24.0,single,no_rec,fixed,35.0,67.0,0.0,0,316.0,1080.0,6.08,good
6.0,owner,48.0,37.0,married,no_rec,freelance,45.0,189.0,15750.0,3000,2300.0,2936.0,2.38,good
0.0,rent,60.0,30.0,married,no_rec,fixed,43.0,80.0,0.0,0,1000.0,1056.0,2.22,good
8.0,rent,48.0,44.0,married,no_rec,fixed,62.0,170.0,0.0,0,1000.0,1387.0,5.18,good
8.0,priv,36.0,31.0,married,no_rec,fixed,60.0,110.0,2000.0,360,400.0,450.0,4.18,good
4.0,other,60.0,27.0,married,no_rec,fixed,35.0,98.0,5000.0,0,1200.0,1609.0,3.15,good
7.0,parents,24.0,31.0,married,no_rec,freelance,35.0,67.0,0.0,0,200.0,2000.0,3.84,bad
3.0,owner,12.0,28.0,married,no_rec,fixed,35.0,120.0,8000.0,0,1000.0,2997.0,1.02,good
8.0,owner,36.0,38.0,married,no_rec,fixed,45.0,150.0,23000.0,0,2800.0,4400.0,1.35,good
1.0,parents,36.0,25.0,single,no_rec,fixed,35.0,62.0,0.0,0,750.0,1366.0,1.3,good
17.0,owner,48.0,51.0,married,no_rec,freelance,35.0,100.0,16000.0,0,1100.0,1358.0,2.84,good
3.0,owner,60.0,36.0,married,no_rec,fixed,45.0,160.0,6500.0,0,1500.0,2038.0,4.6,good
13.0,owner,48.0,37.0,married,no_rec,fixed,60.0,205.0,5000.0,0,600.0,1243.0,11.6,good
9.0,rent,60.0,37.0,single,no_rec,fixed,47.0,115.0,0.0,0,1600.0,1800.0,2.55,bad
0.0,other,48.0,45.0,married,yes_rec,fixed,45.0,75.0,0.0,0,1000.0,1135.0,1.44,bad
0.0,other,60.0,51.0,married,no_rec,freelance,60.0,198.0,0.0,0,1300.0,1321.0,6.37,bad
15.0,owner,24.0,34.0,married,no_rec,freelance,35.0,76.0,148.0,1,1300.0,2099.0,0.76,bad
15.0,owner,12.0,39.0,married,no_rec,freelance,60.0,110.0,4000.0,0,700.0,1100.0,0.86,good
1.0,owner,60.0,49.0,married,no_rec,fixed,105.0,531.0,47000.0,0,1400.0,1601.0,18.26,good
5.0,priv,60.0,24.0,single,no_rec,fixed,35.0,145.0,4000.0,0,1000.0,1346.0,6.6,good
5.0,rent,48.0,36.0,married,yes_rec,freelance,72.0,120.0,100000.0,0,775.0,950.0,2.97,good
0.0,owner,24.0,33.0,married,no_rec,partime,35.0,100.0,8000.0,0,500.0,2700.0,3.12,good
12.0,owner,60.0,39.0,married,no_rec,fixed,45.0,167.0,6000.0,0,1435.0,1875.0,5.1,good
14.0,owner,12.0,41.0,married,no_rec,freelance,60.0,245.0,7000.0,0,500.0,1253.0,4.44,good
23.0,owner,36.0,59.0,married,no_rec,fixed,35.0,100.0,7000.0,0,850.0,1334.0,2.75,good
8.0,owner,48.0,46.0,married,no_rec,freelance,75.0,190.0,7000.0,0,800.0,847.0,6.9,good
3.0,owner,60.0,32.0,married,no_rec,fixed,35.0,125.0,9000.0,2300,1350.0,1550.0,2.98,good
15.0,owner,60.0,33.0,married,no_rec,fixed,45.0,90.0,3000.0,0,1200.0,1323.0,2.25,good
4.0,owner,60.0,34.0,married,no_rec,fixed,45.0,205.0,11000.0,3700,1300.0,2060.0,5.68,good
3.0,other,24.0,28.0,single,no_rec,fixed,35.0,51.0,0.0,0,800.0,1750.0,0.48,bad
31.0,owner,48.0,56.0,married,no_rec,fixed,35.0,144.0,3000.0,0,850.0,928.0,6.16,good
5.0,rent,36.0,40.0,married,yes_rec,freelance,35.0,146.0,0.0,0,1800.0,2800.0,2.22,bad
11.0,owner,60.0,45.0,married,yes_rec,fixed,105.0,235.0,2000.0,670,1400.0,2079.0,5.28,bad
8.0,owner,36.0,46.0,married,no_rec,fixed,35.0,160.0,6000.0,600,600.0,1100.0,7.14,good
11.0,rent,60.0,54.0,married,no_rec,fixed,54.0,90.0,0.0,0,1000.0,1303.0,2.16,good
21.0,other,60.0,43.0,single,no_rec,fixed,35.0,115.0,0.0,0,1000.0,1338.0,4.8,good
1.0,owner,48.0,53.0,married,no_rec,freelance,35.0,213.0,20000.0,0,1250.0,2040.0,6.84,good
0.0,owner,60.0,43.0,married,yes_rec,fixed,60.0,85.0,4000.0,0,1500.0,1813.0,1.0,bad
4.0,priv,36.0,51.0,married,no_rec,others,45.0,192.0,4000.0,108,575.0,1075.0,9.14,good
30.0,owner,60.0,61.0,married,yes_rec,freelance,35.0,169.0,60000.0,0,950.0,1015.0,8.46,bad
14.0,owner,60.0,34.0,single,no_rec,fixed,35.0,90.0,5000.0,0,1000.0,1349.0,3.3,good
3.0,parents,36.0,26.0,married,no_rec,freelance,35.0,61.0,18000.0,0,800.0,1000.0,1.17,good
3.0,parents,18.0,21.0,single,yes_rec,fixed,35.0,75.0,0.0,0,500.0,1364.0,1.44,good
2.0,parents,60.0,41.0,married,yes_rec,fixed,35.0,80.0,0.0,0,1000.0,1500.0,2.7,good
10.0,owner,60.0,28.0,married,no_rec,freelance,45.0,64.0,4000.0,0,1200.0,1214.0,0.95,good
3.0,rent,36.0,23.0,married,no_rec,fixed,53.0,178.0,0.0,0,1600.0,2000.0,2.81,bad
0.0,rent,6.0,37.0,separated,yes_rec,freelance,35.0,239.0,0.0,0,760.0,768.0,1.61,bad
10.0,owner,60.0,27.0,married,no_rec,freelance,35.0,180.0,8000.0,3530,1700.0,1847.0,3.87,good
26.0,owner,60.0,56.0,married,no_rec,fixed,35.0,120.0,3500.0,0,1400.0,1477.0,3.64,good
1.0,owner,60.0,40.0,married,no_rec,freelance,35.0,349.0,6000.0,4000,1300.0,1511.0,12.65,bad
12.0,other,60.0,36.0,married,yes_rec,fixed,60.0,99.0,0.0,0,750.0,790.0,3.12,bad
15.0,rent,48.0,46.0,married,no_rec,fixed,57.0,122.0,0.0,0,1350.0,1500.0,2.31,good
17.0,owner,6.0,42.0,married,no_rec,fixed,90.0,111.0,10000.0,0,1000.0,2626.0,0.13,good
5.0,ignore,48.0,46.0,married,no_rec,freelance,75.0,91.0,6000.0,0,4500.0,6222.0,0.17,bad
6.0,parents,60.0,23.0,single,no_rec,fixed,35.0,109.0,0.0,0,1332.0,1332.0,3.33,good
0.0,owner,36.0,54.0,married,no_rec,others,60.0,35.0,20000.0,0,1000.0,1613.0,-0.9,bad
10.0,owner,48.0,38.0,married,no_rec,fixed,60.0,371.0,10000.0,4350,1450.0,1670.0,8.86,good
10.0,other,42.0,26.0,single,no_rec,fixed,35.0,67.0,0.0,0,800.0,1400.0,1.68,good
6.0,owner,60.0,33.0,married,no_rec,freelance,60.0,199.0,11000.0,450,1350.0,2006.0,5.98,good
1.0,priv,48.0,40.0,married,no_rec,freelance,45.0,107.0,4000.0,0,750.0,1720.0,3.97,bad
2.0,rent,48.0,33.0,single,no_rec,partime,41.0,57.0,0.0,0,1230.0,1515.0,0.62,good
11.0,owner,30.0,27.0,married,no_rec,fixed,45.0,70.0,3500.0,0,1200.0,1531.0,0.63,good
1.0,owner,48.0,25.0,married,no_rec,partime,35.0,63.0,3500.0,0,890.0,890.0,1.51,bad
16.0,owner,60.0,32.0,married,yes_rec,fixed,35.0,204.0,7000.0,0,1200.0,1503.0,8.45,good
20.0,owner,24.0,51.0,married,no_rec,fixed,45.0,185.0,10000.0,0,600.0,750.0,5.6,good
5.0,owner,48.0,40.0,married,yes_rec,fixed,75.0,115.0,20000.0,100,1200.0,1800.0,1.56,bad
3.0,owner,36.0,37.0,married,no_rec,freelance,35.0,141.0,5000.0,400,1000.0,1912.0,3.67,good
13.0,priv,48.0,36.0,married,no_rec,fixed,75.0,81.0,4750.0,0,1200.0,1385.0,0.24,good
6.0,rent,60.0,25.0,married,no_rec,fixed,55.0,100.0,0.0,0,1000.0,11140.0,2.7,good
11.0,parents,48.0,28.0,single,yes_rec,fixed,35.0,96.0,0.0,0,1100.0,1370.0,2.66,good
3.0,owner,60.0,34.0,married,no_rec,freelance,45.0,161.0,3000.0,0,1350.0,1423.0,5.16,good
2.0,owner,60.0,20.0,single,no_rec,fixed,35.0,150.0,32000.0,2000,1500.0,1599.0,3.8,bad
13.0,rent,60.0,34.0,married,no_rec,fixed,65.0,199.0,0.0,0,1550.0,2100.0,5.19,good
7.0,parents,24.0,45.0,single,no_rec,fixed,35.0,96.0,0.0,0,300.0,600.0,4.88,good
3.0,rent,24.0,28.0,married,no_rec,fixed,80.0,198.0,0.0,0,100.0,560.0,28.32,good
3.0,owner,60.0,27.0,married,no_rec,freelance,45.0,21.0,4000.0,0,1050.0,1064.0,-1.37,good
25.0,owner,60.0,63.0,married,no_rec,freelance,60.0,70.0,10000.0,0,700.0,925.0,0.86,good
6.0,parents,60.0,23.0,single,no_rec,fixed,35.0,50.0,0.0,0,1200.0,1830.0,0.75,bad
3.0,owner,60.0,26.0,married,no_rec,freelance,35.0,121.0,8000.0,3055,1400.0,1581.0,2.38,good
2.0,rent,60.0,41.0,separated,no_rec,fixed,41.0,58.0,0.0,0,1000.0,1189.0,1.02,bad
1.0,parents,48.0,27.0,single,no_rec,fixed,35.0,93.0,6000.0,0,550.0,818.0,5.06,bad
32.0,owner,36.0,53.0,married,no_rec,fixed,35.0,100.0,4000.0,0,475.0,550.0,4.93,good
15.0,parents,36.0,37.0,married,no_rec,fixed,75.0,130.0,0.0,0,800.0,1479.0,2.48,good
4.0,owner,48.0,50.0,married,no_rec,freelance,75.0,260.0,81.0,0,900.0,1073.0,9.87,good
2.0,other,36.0,30.0,single,no_rec,fixed,35.0,55.0,0.0,0,950.0,1316.0,0.76,bad
0.0,owner,48.0,45.0,married,no_rec,partime,35.0,110.0,3000.0,0,1200.0,1642.0,3.0,good
10.0,rent,24.0,36.0,married,no_rec,freelance,60.0,69.0,0.0,0,240.0,240.0,0.9,bad
10.0,owner,60.0,39.0,married,no_rec,freelance,45.0,95.0,3000.0,0,1000.0,1058.0,3.0,good
5.0,rent,60.0,44.0,married,yes_rec,freelance,75.0,232.0,5000.0,0,1800.0,1888.0,5.23,good
6.0,owner,36.0,47.0,married,no_rec,freelance,60.0,35.0,10000.0,0,1200.0,1974.0,-0.75,good
20.0,rent,48.0,55.0,married,no_rec,freelance,51.0,156.0,0.0,0,1000.0,1643.0,5.04,good
16.0,parents,60.0,35.0,separated,no_rec,fixed,35.0,105.0,0.0,0,800.0,1084.0,5.25,bad
2.0,rent,36.0,32.0,married,no_rec,fixed,51.0,58.0,0.0,0,500.0,615.0,0.5,bad
9.0,owner,24.0,40.0,married,no_rec,freelance,60.0,89.0,5000.0,0,500.0,1490.0,1.39,good
1.0,other,48.0,23.0,single,no_rec,partime,35.0,147.0,0.0,0,1000.0,1843.0,5.38,bad
2.0,owner,60.0,38.0,married,yes_rec,fixed,75.0,77.0,13000.0,5000,1805.0,1805.0,-1.6,bad
6.0,owner,60.0,47.0,married,no_rec,fixed,60.0,66.0,5000.0,0,600.0,1625.0,0.6,good
8.0,rent,48.0,33.0,married,no_rec,fixed,73.0,125.0,0.0,0,944.0,1054.0,2.64,good
10.0,owner,60.0,33.0,married,no_rec,freelance,45.0,150.0,13000.0,0,1500.0,2738.0,4.2,good
0.0,parents,36.0,22.0,single,no_rec,partime,35.0,105.0,3000.0,0,750.0,1092.0,3.36,good
15.0,owner,24.0,64.0,married,yes_rec,freelance,75.0,500.0,29500.0,3500,800.0,1081.0,11.7,good
15.0,parents,48.0,46.0,divorced,no_rec,fixed,35.0,125.0,0.0,0,1000.0,1284.0,4.32,good
1.0,parents,18.0,23.0,single,no_rec,partime,35.0,50.0,0.0,0,250.0,1139.0,1.08,good
3.0,owner,60.0,30.0,married,no_rec,fixed,45.0,95.0,3700.0,1250,1300.0,1665.0,1.73,good
17.0,rent,48.0,37.0,married,no_rec,fixed,53.0,181.0,0.0,0,1050.0,1317.0,5.85,good
15.0,owner,60.0,45.0,divorced,no_rec,fixed,35.0,140.0,16000.0,0,1000.0,1200.0,6.3,good
0.0,parents,48.0,26.0,single,no_rec,fixed,35.0,75.0,0.0,0,850.0,1400.0,2.26,good
15.0,parents,60.0,34.0,married,no_rec,fixed,75.0,182.0,3000.0,0,1500.0,1889.0,4.28,good
11.0,parents,30.0,27.0,single,no_rec,fixed,35.0,117.0,0.0,0,600.0,1293.0,4.1,good
9.0,priv,60.0,26.0,married,no_rec,fixed,35.0,217.0,4000.0,0,750.0,1546.0,14.56,good
1.0,owner,12.0,61.0,married,no_rec,others,35.0,58.0,18000.0,0,500.0,1342.0,0.55,good
11.0,owner,36.0,34.0,married,no_rec,fixed,60.0,180.0,23000.0,0,400.0,1084.0,10.8,good
8.0,parents,24.0,23.0,single,no_rec,partime,45.0,110.0,0.0,0,900.0,931.0,1.73,good
5.0,owner,48.0,40.0,married,yes_rec,fixed,35.0,87.0,5000.0,0,600.0,1258.0,4.16,bad
0.0,parents,42.0,21.0,single,no_rec,fixed,35.0,75.0,0.0,0,900.0,1141.0,1.87,good
0.0,other,60.0,37.0,married,no_rec,fixed,60.0,198.0,0.0,0,1000.0,1000.0,8.28,good
10.0,owner,60.0,40.0,married,yes_rec,fixed,60.0,233.0,15000.0,2640,1400.0,2038.0,6.28,good
7.0,owner,30.0,30.0,married,yes_rec,fixed,45.0,126.0,7000.0,0,500.0,1661.0,4.86,good
8.0,parents,60.0,49.0,married,no_rec,freelance,105.0,43.0,3000.0,0,1200.0,1451.0,-3.1,bad
36.0,owner,60.0,61.0,married,no_rec,fixed,45.0,154.0,4000.0,0,1350.0,1650.0,4.84,good
4.0,owner,48.0,29.0,married,no_rec,fixed,45.0,160.0,3500.0,0,1000.0,1226.0,5.52,good
0.0,parents,24.0,21.0,single,no_rec,fixed,35.0,160.0,0.0,0,900.0,1681.0,3.33,good
10.0,owner,60.0,40.0,married,no_rec,fixed,45.0,70.0,7500.0,0,1388.0,1388.0,1.08,bad
9.0,rent,60.0,41.0,married,no_rec,fixed,72.0,120.0,6000.0,700,1600.0,1776.0,1.54,good
8.0,owner,36.0,30.0,married,no_rec,freelance,45.0,80.0,7000.0,3000,1000.0,1734.0,0.18,good
9.0,rent,36.0,39.0,married,no_rec,freelance,54.0,90.0,0.0,0,600.0,875.0,2.16,good
1.0,parents,36.0,24.0,single,yes_rec,partime,35.0,120.0,0.0,0,250.0,750.0,12.24,bad
19.0,owner,60.0,46.0,married,no_rec,freelance,60.0,190.0,7000.0,0,1500.0,2755.0,5.2,good
18.0,owner,36.0,34.0,married,no_rec,fixed,60.0,130.0,6000.0,0,650.0,1601.0,3.88,good
7.0,owner,60.0,28.0,married,no_rec,fixed,35.0,111.0,3000.0,0,1600.0,1707.0,2.85,good
9.0,rent,60.0,43.0,married,no_rec,fixed,88.0,280.0,0.0,0,850.0,863.0,13.55,good
8.0,rent,60.0,31.0,single,no_rec,fixed,46.0,110.0,0.0,0,850.0,880.0,4.52,good
5.0,rent,36.0,28.0,married,no_rec,freelance,60.0,184.0,0.0,0,900.0,1200.0,4.96,bad
30.0,owner,60.0,54.0,married,no_rec,fixed,60.0,150.0,15000.0,0,1000.0,1388.0,5.4,good
10.0,priv,48.0,37.0,married,no_rec,fixed,60.0,150.0,1000.0,0,1200.0,1350.0,3.6,bad
0.0,owner,36.0,47.0,married,no_rec,partime,35.0,85.0,1.0,0,500.0,700.0,3.6,good
10.0,owner,36.0,36.0,married,yes_rec,freelance,60.0,200.0,7000.0,0,1100.0,1250.0,4.58,bad
9.0,other,48.0,24.0,single,no_rec,fixed,45.0,88.0,0.0,0,1200.0,1302.0,1.72,good
2.0,other,60.0,22.0,single,no_rec,fixed,35.0,58.0,12000.0,0,1450.0,1600.0,0.95,bad
13.0,other,48.0,37.0,married,no_rec,fixed,60.0,98.0,0.0,0,950.0,1365.0,1.92,bad
24.0,owner,60.0,45.0,married,no_rec,fixed,90.0,198.0,3500.0,0,900.0,1541.0,7.2,good
10.0,owner,60.0,39.0,married,no_rec,freelance,60.0,171.0,39000.0,0,3000.0,3569.0,2.22,good
10.0,parents,36.0,37.0,single,yes_rec,fixed,35.0,150.0,0.0,0,1000.0,2484.0,4.14,good
0.0,other,60.0,23.0,single,no_rec,partime,35.0,72.0,0.0,0,1000.0,1084.0,2.22,bad
7.0,owner,6.0,52.0,married,yes_rec,freelance,60.0,101.0,9000.0,0,550.0,2136.0,0.45,good
8.0,priv,48.0,31.0,married,no_rec,fixed,60.0,122.0,4000.0,0,1400.0,1732.0,2.13,good
2.0,owner,60.0,31.0,married,no_rec,fixed,60.0,306.0,4000.0,0,1000.0,2095.0,14.76,good
18.0,priv,60.0,48.0,widow,no_rec,freelance,45.0,200.0,8500.0,500,1300.0,1309.0,6.92,good
14.0,owner,60.0,28.0,married,no_rec,fixed,60.0,107.0,6000.0,2500,950.0,1610.0,1.39,good
1.0,parents,24.0,29.0,single,no_rec,partime,35.0,147.0,0.0,0,650.0,1370.0,4.14,good
25.0,owner,60.0,44.0,single,yes_rec,fixed,35.0,100.0,3500.0,360,1050.0,1606.0,3.51,bad
5.0,owner,60.0,31.0,single,no_rec,fixed,35.0,172.0,8000.0,0,850.0,1934.0,9.67,good
4.0,owner,6.0,30.0,single,no_rec,fixed,35.0,300.0,10000.0,0,750.0,1436.0,2.12,good
13.0,owner,36.0,40.0,widow,no_rec,fixed,35.0,109.0,6000.0,3300,900.0,1073.0,1.64,good
11.0,owner,48.0,28.0,single,no_rec,fixed,35.0,345.0,6000.0,0,830.0,1152.0,17.93,good
10.0,owner,60.0,37.0,single,no_rec,fixed,35.0,92.0,3000.0,0,1500.0,1635.0,2.28,bad
3.0,parents,60.0,35.0,married,yes_rec,fixed,35.0,410.0,0.0,0,2000.0,2228.0,11.25,bad
5.0,parents,60.0,21.0,single,no_rec,partime,35.0,70.0,0.0,0,1400.0,1550.0,1.5,good
8.0,parents,42.0,27.0,single,no_rec,fixed,35.0,107.0,0.0,0,400.0,1418.0,7.56,good
12.0,owner,36.0,32.0,married,no_rec,fixed,45.0,115.0,3500.0,0,800.0,1280.0,3.15,good
2.0,other,60.0,20.0,single,no_rec,fixed,35.0,165.0,2000.0,0,1000.0,1275.0,7.8,good
0.0,parents,60.0,19.0,single,no_rec,others,75.0,200.0,3000.0,0,1800.0,2091.0,4.17,good
19.0,owner,24.0,52.0,married,no_rec,fixed,35.0,180.0,2500.0,0,580.0,1380.0,6.0,good
2.0,owner,36.0,55.0,married,no_rec,fixed,35.0,87.0,10000.0,0,1150.0,2000.0,1.63,bad
19.0,other,60.0,34.0,married,no_rec,fixed,75.0,154.0,4500.0,0,1600.0,1778.0,2.96,good
