Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price,Savings
good,0,rent,60,35,single,no_rec,fixed,51,163,0,0,1000,1353,6.72
good,15,other,36,30,married,no_rec,fixed,45,131,0,0,250,1341,12.38
good,24,owner,48,39,married,no_rec,fixed,75,125,6000,200,1000,1409,2.3
good,15,owner,48,57,married,no_rec,freelance,35,212,65000,0,1300,1852,6.54
bad,1,rent,24,32,single,no_rec,freelance,35,89,0,0,290,490,4.47
good,17,rent,30,45,married,no_rec,fixed,55,104,0,0,550,575,2.67
bad,1,rent,24,24,single,no_rec,partime,42,65,0,0,750,1192,0.74
bad,2,parents,60,23,single,yes_rec,partime,35,75,0,0,1100,1139,2.18
good,0,parents,60,24,single,no_rec,fixed,35,126,1500,0,900,1092,6.07
good,0,parents,18,20,married,no_rec,fixed,35,91,0,0,600,750,1.68
good,14,rent,36,49,married,no_rec,fixed,70,103,0,0,500,1017,2.38
good,2,parents,60,24,single,no_rec,fixed,35,100,0,0,1600,1601,2.44
good,7,rent,60,40,married,yes_rec,freelance,76,164,3000,0,800,1032,6.6
good,6,owner,60,31,married,no_rec,fixed,45,131,4000,1600,600,1661,7
good,2,other,18,25,married,yes_rec,freelance,60,54,0,0,850,1400,-0.13
good,0,other,48,39,married,no_rec,fixed,60,85,0,0,1450,1594,0.83
bad,2,priv,60,22,married,no_rec,partime,35,60,2800,0,1300,1422,1.15
bad,0,owner,36,30,separated,no_rec,freelance,60,48,7000,0,300,365,-1.44
good,0,parents,60,21,single,no_rec,partime,45,312,10000,0,1033,1175,15.51
good,0,parents,24,22,single,no_rec,partime,35,80,0,0,650,1356,1.66
bad,0,rent,18,28,married,yes_rec,fixed,68,83,0,0,200,300,1.35
good,8,owner,24,32,married,no_rec,fixed,60,77,4000,0,350,865,1.17
good,2,parents,24,23,single,no_rec,freelance,35,63,20000,0,600,2143,1.12
good,0,parents,24,36,married,no_rec,others,90,31,0,0,625,725,-2.27
bad,2,rent,60,20,single,no_rec,fixed,46,108,0,0,1200,1300,3.1
good,4,owner,60,25,married,no_rec,fixed,45,68,4500,1379,725,1460,0.76
good,5,parents,30,24,married,no_rec,fixed,35,120,0,0,700,1804,3.64
good,8,owner,36,35,married,yes_rec,fixed,45,213,6000,0,1700,2450,3.56
good,10,parents,48,58,married,no_rec,others,35,450,2500,0,1200,1505,16.6
good,5,owner,60,32,married,no_rec,fixed,45,145,13000,0,1500,1850,4
bad,15,owner,36,56,married,yes_rec,freelance,35,90,16000,0,800,1300,2.48
good,2,rent,60,53,widow,no_rec,fixed,46,114,0,0,1050,1348,3.89
good,2,parents,60,26,single,no_rec,fixed,35,104,10000,0,1400,1490,2.96
good,20,owner,60,40,married,no_rec,fixed,45,240,8000,0,900,950,13
good,1,owner,36,48,married,no_rec,others,45,45,32000,0,1500,2700,0
good,10,parents,60,28,single,no_rec,fixed,35,70,3500,0,1300,1743,1.62
good,0,owner,60,34,married,no_rec,fixed,60,85,4000,0,1100,1628,1.36
good,11,owner,60,28,married,no_rec,fixed,35,82,1500,0,1090,1491,2.59
bad,2,rent,24,30,married,no_rec,partime,53,80,0,0,500,975,1.3
bad,20,owner,48,47,married,no_rec,freelance,45,66,1,0,1200,1668,0.84
bad,0,priv,60,43,married,no_rec,partime,90,82,4000,0,600,790,-0.8
good,3,owner,60,41,married,no_rec,fixed,75,99,16000,500,1000,3300,1.14
good,28,owner,48,54,married,no_rec,freelance,75,46,15000,0,900,1300,-1.55
good,23,other,54,38,separated,no_rec,fixed,60,178,0,0,740,989,8.61
good,4,rent,60,30,married,no_rec,fixed,60,147,5500,2000,1700,1719,2.36
good,11,owner,48,41,married,yes_rec,freelance,45,280,4000,1300,1000,1350,10.66
good,12,owner,60,45,married,no_rec,freelance,35,75,4000,0,1000,1100,2.4
good,6,owner,6,29,married,no_rec,fixed,45,190,5000,0,200,2179,4.35
bad,0,owner,6,33,single,yes_rec,partime,45,240,4500,0,675,1146,1.73
good,1,parents,48,25,single,no_rec,freelance,35,280,6000,0,1100,1650,10.69
bad,8,other,60,41,married,no_rec,freelance,45,62,0,0,1800,2101,0.57
good,12,owner,48,35,married,no_rec,fixed,60,90,4500,0,900,1097,1.6
good,17,parents,36,33,separated,yes_rec,fixed,35,96,0,0,475,475,4.62
good,17,rent,60,44,married,no_rec,fixed,51,159,0,0,1100,1668,5.89
good,1,owner,48,42,married,no_rec,fixed,75,155,8000,0,600,1680,6.4
good,19,rent,60,42,single,no_rec,fixed,43,78,0,0,730,1070,2.88
bad,0,rent,24,42,married,yes_rec,fixed,103,283,0,0,1897,2517,2.28
good,10,owner,54,41,married,no_rec,fixed,45,130,4500,0,1700,1957,2.7
good,16,other,42,49,married,yes_rec,fixed,45,80,0,0,700,950,2.1
good,0,rent,36,42,single,yes_rec,partime,48,129,0,0,525,525,5.55
good,5,owner,60,49,married,no_rec,fixed,35,122,5000,0,1500,1740,3.48
good,10,owner,30,32,married,no_rec,freelance,60,65,3000,0,600,1200,0.25
good,7,parents,36,24,single,no_rec,fixed,35,127,0,0,300,2612,11.04
good,3,other,48,28,married,no_rec,fixed,35,125,1500,0,1500,1689,2.88
good,0,owner,36,42,married,no_rec,freelance,60,260,3000,250,1100,1288,6.46
good,10,rent,60,42,married,no_rec,fixed,76,158,5000,0,1000,1000,4.92
good,32,owner,36,49,married,no_rec,fixed,75,163,4000,0,400,700,7.92
bad,14,owner,48,29,married,no_rec,fixed,75,131,4000,0,980,2981,2.74
good,20,rent,60,38,married,no_rec,fixed,74,140,0,0,1500,1600,2.64
good,26,owner,60,41,married,no_rec,fixed,45,132,0,0,1100,1472,4.75
good,10,priv,60,46,married,no_rec,fixed,75,66,5500,1700,1250,1525,-1.25
good,6,owner,60,33,married,no_rec,partime,60,140,6000,0,1150,1715,4.17
good,2,owner,60,23,single,no_rec,fixed,35,150,3000,0,2000,4904,3.45
good,24,owner,48,39,married,no_rec,fixed,75,110,3000,0,1150,1379,1.46
bad,2,priv,48,27,married,no_rec,others,75,59,2500,2200,1200,1530,-1.52
good,3,priv,36,37,married,no_rec,freelance,45,87,4500,0,900,1596,1.68
good,1,parents,48,23,single,no_rec,fixed,35,139,0,0,650,650,7.68
good,2,parents,36,22,single,no_rec,partime,35,100,25000,0,1400,1850,1.67
good,16,rent,60,35,single,no_rec,fixed,49,135,0,0,1300,1310,3.97
good,5,owner,48,46,married,no_rec,fixed,90,137,2000,0,1100,1487,2.05
good,1,rent,60,40,married,no_rec,fixed,57,120,0,0,1500,1737,2.52
good,0,rent,48,52,married,no_rec,freelance,35,91,5000,0,800,1794,3.36
good,7,owner,36,41,married,no_rec,fixed,75,87,4500,0,2000,2104,0.22
good,23,rent,48,57,single,yes_rec,fixed,49,142,0,0,1300,1450,3.43
good,2,parents,60,35,single,no_rec,others,35,65,0,0,1100,1324,1.64
good,10,owner,6,46,married,no_rec,freelance,45,464,10000,0,1100,2235,2.29
bad,5,rent,60,42,married,yes_rec,freelance,113,83,0,0,1530,1530,-1.18
bad,0,other,60,38,married,yes_rec,fixed,45,183,0,0,1500,1700,5.52
good,0,owner,48,25,single,no_rec,fixed,35,126,2800,0,1170,1372,3.73
bad,0,parents,24,20,single,no_rec,partime,35,66,0,0,550,550,1.35
good,2,rent,48,24,single,no_rec,fixed,44,90,0,0,1200,1450,1.84
good,10,other,60,57,married,no_rec,fixed,60,84,9000,0,1400,1423,1.03
good,4,other,60,37,married,yes_rec,freelance,60,61,0,0,1420,1450,0.04
good,4,parents,60,27,married,no_rec,freelance,35,103,0,0,1050,1214,3.89
bad,2,owner,60,31,married,no_rec,fixed,45,55,4000,800,700,1250,0.17
good,43,other,24,60,married,no_rec,fixed,60,185,0,0,319,1669,9.4
good,8,parents,48,34,single,no_rec,fixed,35,85,0,0,1000,1383,2.4
good,9,owner,48,26,married,no_rec,fixed,35,101,5000,0,500,1997,6.34
good,8,priv,48,25,,no_rec,fixed,45,180,1500,0,1100,1200,5.89
good,30,other,48,50,married,no_rec,fixed,45,220,0,0,600,900,14
bad,2,owner,48,41,married,no_rec,fixed,60,142,4000,0,2000,2465,1.97
good,5,parents,24,32,married,no_rec,fixed,35,91,0,0,450,530,2.99
bad,2,rent,60,62,married,yes_rec,others,41,57,8000,0,1200,1500,0.8
good,1,owner,48,27,single,yes_rec,fixed,45,62,5000,0,1500,1788,0.54
bad,10,owner,48,54,married,no_rec,freelance,35,27,5000,0,1050,1054,-0.37
bad,4,other,36,54,married,no_rec,freelance,60,37,0,0,250,350,-3.31
good,22,other,24,36,married,no_rec,fixed,45,176,0,0,700,1428,4.49
good,7,owner,60,55,married,no_rec,fixed,45,124,5000,0,800,982,5.93
bad,1,parents,60,19,single,no_rec,fixed,45,128,9500,2800,1300,1540,2.54
bad,7,owner,60,31,married,no_rec,fixed,60,92,3500,991,1050,1158,1.26
good,7,other,48,55,married,no_rec,fixed,75,100,6000,0,1200,1700,1
good,21,owner,36,37,married,no_rec,fixed,75,300,7000,3500,1100,1876,6.22
good,8,owner,24,51,married,no_rec,fixed,45,167,8000,0,250,400,11.71
good,25,owner,60,51,married,no_rec,fixed,60,222,7000,0,1300,1400,7.48
bad,1,parents,48,22,single,no_rec,freelance,35,169,10000,0,650,722,9.9
good,0,rent,60,57,married,no_rec,others,43,80,0,0,1200,1515,1.85
bad,5,rent,48,48,married,yes_rec,freelance,65,50,0,0,1200,1487,-0.6
good,13,parents,60,28,married,no_rec,fixed,35,138,0,0,1080,1192,5.72
good,2,rent,36,54,married,no_rec,fixed,54,187,0,0,1200,2050,3.99
bad,1,owner,60,53,married,no_rec,freelance,35,140,8000,0,1600,2222,3.94
good,7,parents,60,25,single,no_rec,fixed,35,58,28000,0,1100,1338,1.25
good,18,other,36,42,single,no_rec,fixed,35,83,0,0,700,1380,2.47
bad,1,rent,36,40,separated,no_rec,others,79,38,0,0,400,400,-3.69
good,6,owner,48,35,married,no_rec,freelance,60,51,3500,350,1300,1588,-0.46
bad,2,owner,60,42,widow,no_rec,others,45,35,6000,0,650,865,-0.92
good,12,owner,48,31,married,no_rec,fixed,60,84,5000,0,700,1702,1.65
good,7,parents,60,30,single,no_rec,fixed,35,95,0,0,900,1158,4
good,18,owner,36,41,married,no_rec,fixed,45,104,12000,800,900,1607,2.04
good,6,owner,36,58,married,no_rec,fixed,60,390,45000,0,1000,2318,11.88
good,10,owner,60,50,married,no_rec,fixed,75,209,13500,0,1450,1786,5.54
good,7,priv,48,27,married,no_rec,fixed,60,71,800,0,800,1505,0.66
good,1,parents,36,33,married,no_rec,fixed,35,200,0,0,600,1580,9.9
bad,1,owner,60,47,separated,no_rec,fixed,35,48,5000,0,1200,1445,0.65
bad,0,parents,60,38,separated,yes_rec,freelance,45,66,0,0,700,1738,1.8
good,7,owner,24,41,married,no_rec,freelance,45,86,6000,0,1200,2676,0.82
bad,16,owner,36,30,married,no_rec,fixed,45,82,4500,0,800,975,1.67
good,10,owner,36,49,married,no_rec,freelance,45,126,5000,0,800,1150,3.65
good,11,owner,48,53,married,no_rec,fixed,45,111,5000,0,1300,1763,2.44
good,20,owner,48,44,married,no_rec,fixed,45,87,3000,0,800,1694,2.52
good,1,rent,6,34,married,no_rec,freelance,99,535,0,0,500,1196,5.23
good,8,rent,36,51,married,yes_rec,freelance,60,104,0,0,400,600,3.96
bad,1,owner,60,36,married,yes_rec,freelance,45,41,4000,2000,1500,1743,-0.96
good,13,other,48,40,married,yes_rec,freelance,75,270,0,0,2300,2750,4.07
bad,8,parents,36,27,single,no_rec,partime,35,53,0,0,225,350,2.88
bad,1,owner,36,38,married,no_rec,freelance,90,49,7000,300,1200,1619,-1.32
good,13,other,60,40,married,no_rec,fixed,60,140,0,0,700,1465,6.86
good,2,parents,60,24,single,no_rec,fixed,35,67,0,0,316,1080,6.08
good,6,owner,48,37,married,no_rec,freelance,45,189,15750,3000,2300,2936,2.38
good,0,rent,60,30,married,no_rec,fixed,43,80,0,0,1000,1056,2.22
good,8,rent,48,44,married,no_rec,fixed,62,170,0,0,1000,1387,5.18
good,8,priv,36,31,married,no_rec,fixed,60,110,2000,360,400,450,4.18
good,4,other,60,27,married,no_rec,fixed,35,98,5000,0,1200,1609,3.15
bad,7,parents,24,31,married,no_rec,freelance,35,67,0,0,200,2000,3.84
good,3,owner,12,28,married,no_rec,fixed,35,120,8000,0,1000,2997,1.02
good,8,owner,36,38,married,no_rec,fixed,45,150,23000,0,2800,4400,1.35
good,1,parents,36,25,single,no_rec,fixed,35,62,0,0,750,1366,1.3
good,17,owner,48,51,married,no_rec,freelance,35,100,16000,0,1100,1358,2.84
good,3,owner,60,36,married,no_rec,fixed,45,160,6500,0,1500,2038,4.6
good,13,owner,48,37,married,no_rec,fixed,60,205,5000,0,600,1243,11.6
bad,9,rent,60,37,single,no_rec,fixed,47,115,0,0,1600,1800,2.55
bad,0,other,48,45,married,yes_rec,fixed,45,75,0,0,1000,1135,1.44
bad,0,other,60,51,married,no_rec,freelance,60,198,0,0,1300,1321,6.37
bad,15,owner,24,34,married,no_rec,freelance,35,76,148,1,1300,2099,0.76
good,15,owner,12,39,married,no_rec,freelance,60,110,4000,0,700,1100,0.86
good,1,owner,60,49,married,no_rec,fixed,105,531,47000,0,1400,1601,18.26
good,5,priv,60,24,single,no_rec,fixed,35,145,4000,0,1000,1346,6.6
good,5,rent,48,36,married,yes_rec,freelance,72,120,100000,0,775,950,2.97
good,0,owner,24,33,married,no_rec,partime,35,100,8000,0,500,2700,3.12
good,12,owner,60,39,married,no_rec,fixed,45,167,6000,0,1435,1875,5.1
good,14,owner,12,41,married,no_rec,freelance,60,245,7000,0,500,1253,4.44
good,23,owner,36,59,married,no_rec,fixed,35,100,7000,0,850,1334,2.75
good,8,owner,48,46,married,no_rec,freelance,75,190,7000,0,800,847,6.9
good,3,owner,60,32,married,no_rec,fixed,35,125,9000,2300,1350,1550,2.98
good,15,owner,60,33,married,no_rec,fixed,45,90,3000,0,1200,1323,2.25
good,4,owner,60,34,married,no_rec,fixed,45,205,11000,3700,1300,2060,5.68
bad,3,other,24,28,single,no_rec,fixed,35,51,0,0,800,1750,0.48
good,31,owner,48,56,married,no_rec,fixed,35,144,3000,0,850,928,6.16
bad,5,rent,36,40,married,yes_rec,freelance,35,146,0,0,1800,2800,2.22
bad,11,owner,60,45,married,yes_rec,fixed,105,235,2000,670,1400,2079,5.28
good,8,owner,36,46,married,no_rec,fixed,35,160,6000,600,600,1100,7.14
good,11,rent,60,54,married,no_rec,fixed,54,90,0,0,1000,1303,2.16
good,21,other,60,43,single,no_rec,fixed,35,115,0,0,1000,1338,4.8
good,1,owner,48,53,married,no_rec,freelance,35,213,20000,0,1250,2040,6.84
bad,0,owner,60,43,married,yes_rec,fixed,60,85,4000,0,1500,1813,1
good,4,priv,36,51,married,no_rec,others,45,192,4000,108,575,1075,9.14
bad,30,owner,60,61,married,yes_rec,freelance,35,169,60000,0,950,1015,8.46
good,14,owner,60,34,single,no_rec,fixed,35,90,5000,0,1000,1349,3.3
good,3,parents,36,26,married,no_rec,freelance,35,61,18000,0,800,1000,1.17
good,3,parents,18,21,single,yes_rec,fixed,35,75,0,0,500,1364,1.44
good,2,parents,60,41,married,yes_rec,fixed,35,80,0,0,1000,1500,2.7
good,10,owner,60,28,married,no_rec,freelance,45,64,4000,0,1200,1214,0.95
bad,3,rent,36,23,married,no_rec,fixed,53,178,0,0,1600,2000,2.81
bad,0,rent,6,37,separated,yes_rec,freelance,35,239,0,0,760,768,1.61
good,10,owner,60,27,married,no_rec,freelance,35,180,8000,3530,1700,1847,3.87
good,26,owner,60,56,married,no_rec,fixed,35,120,3500,0,1400,1477,3.64
bad,1,owner,60,40,married,no_rec,freelance,35,349,6000,4000,1300,1511,12.65
bad,12,other,60,36,married,yes_rec,fixed,60,99,0,0,750,790,3.12
good,15,rent,48,46,married,no_rec,fixed,57,122,0,0,1350,1500,2.31
good,17,owner,6,42,married,no_rec,fixed,90,111,10000,0,1000,2626,0.13
bad,5,ignore,48,46,married,no_rec,freelance,75,91,6000,0,4500,6222,0.17
good,6,parents,60,23,single,no_rec,fixed,35,109,0,0,1332,1332,3.33
bad,0,owner,36,54,married,no_rec,others,60,35,20000,0,1000,1613,-0.9
good,10,owner,48,38,married,no_rec,fixed,60,371,10000,4350,1450,1670,8.86
good,10,other,42,26,single,no_rec,fixed,35,67,0,0,800,1400,1.68
good,6,owner,60,33,married,no_rec,freelance,60,199,11000,450,1350,2006,5.98
bad,1,priv,48,40,married,no_rec,freelance,45,107,4000,0,750,1720,3.97
good,2,rent,48,33,single,no_rec,partime,41,57,0,0,1230,1515,0.62
good,11,owner,30,27,married,no_rec,fixed,45,70,3500,0,1200,1531,0.63
bad,1,owner,48,25,married,no_rec,partime,35,63,3500,0,890,890,1.51
good,16,owner,60,32,married,yes_rec,fixed,35,204,7000,0,1200,1503,8.45
good,20,owner,24,51,married,no_rec,fixed,45,185,10000,0,600,750,5.6
bad,5,owner,48,40,married,yes_rec,fixed,75,115,20000,100,1200,1800,1.56
good,3,owner,36,37,married,no_rec,freelance,35,141,5000,400,1000,1912,3.67
good,13,priv,48,36,married,no_rec,,75,81,4750,0,1200,1385,0.24
good,6,rent,60,25,married,no_rec,fixed,55,100,0,0,1000,11140,2.7
good,11,parents,48,28,single,yes_rec,fixed,35,96,0,0,1100,1370,2.66
good,3,owner,60,34,married,no_rec,freelance,45,161,3000,0,1350,1423,5.16
bad,2,owner,60,20,single,no_rec,fixed,35,150,32000,2000,1500,1599,3.8
good,13,rent,60,34,married,no_rec,fixed,65,199,0,0,1550,2100,5.19
good,7,parents,24,45,single,no_rec,fixed,35,96,0,0,300,600,4.88
good,3,rent,24,28,married,no_rec,fixed,80,198,0,0,100,560,28.32
good,3,owner,60,27,married,no_rec,freelance,45,21,4000,0,1050,1064,-1.37
good,25,owner,60,63,married,no_rec,freelance,60,70,10000,0,700,925,0.86
bad,6,parents,60,23,single,no_rec,fixed,35,50,0,0,1200,1830,0.75
good,3,owner,60,26,married,no_rec,freelance,35,121,8000,3055,1400,1581,2.38
bad,2,rent,60,41,separated,no_rec,fixed,41,58,0,0,1000,1189,1.02
bad,1,parents,48,27,single,no_rec,fixed,35,93,6000,0,550,818,5.06
good,32,owner,36,53,married,no_rec,fixed,35,100,4000,0,475,550,4.93
good,15,parents,36,37,married,no_rec,fixed,75,130,0,0,800,1479,2.48
good,4,owner,48,50,married,no_rec,freelance,75,260,81,0,900,1073,9.87
bad,2,other,36,30,single,no_rec,fixed,35,55,0,0,950,1316,0.76
good,0,owner,48,45,married,no_rec,partime,35,110,3000,0,1200,1642,3
bad,10,rent,24,36,married,no_rec,freelance,60,69,0,0,240,240,0.9
good,10,owner,60,39,married,no_rec,freelance,45,95,3000,0,1000,1058,3
good,5,rent,60,44,married,yes_rec,freelance,75,232,5000,0,1800,1888,5.23
good,6,owner,36,47,married,no_rec,freelance,60,35,10000,0,1200,1974,-0.75
good,20,rent,48,55,married,no_rec,freelance,51,156,0,0,1000,1643,5.04
bad,16,parents,60,35,separated,no_rec,fixed,35,105,0,0,800,1084,5.25
bad,2,rent,36,32,married,no_rec,fixed,51,58,0,0,500,615,0.5
good,9,owner,24,40,married,no_rec,freelance,60,89,5000,0,500,1490,1.39
bad,1,other,48,23,single,no_rec,partime,35,147,0,0,1000,1843,5.38
bad,2,owner,60,38,married,yes_rec,fixed,75,77,13000,5000,1805,1805,-1.6
good,6,owner,60,47,married,no_rec,fixed,60,66,5000,0,600,1625,0.6
good,8,rent,48,33,married,no_rec,fixed,73,125,0,0,944,1054,2.64
good,10,owner,60,33,married,no_rec,freelance,45,150,13000,0,1500,2738,4.2
good,0,parents,36,22,single,no_rec,partime,35,105,3000,0,750,1092,3.36
good,15,owner,24,64,married,yes_rec,freelance,75,500,29500,3500,800,1081,11.7
good,15,parents,48,46,divorced,no_rec,fixed,35,125,0,0,1000,1284,4.32
good,1,parents,18,23,single,no_rec,partime,35,50,0,0,250,1139,1.08
good,3,owner,60,30,married,no_rec,fixed,45,95,3700,1250,1300,1665,1.73
good,17,rent,48,37,married,no_rec,fixed,53,181,0,0,1050,1317,5.85
good,15,owner,60,45,divorced,no_rec,fixed,35,140,16000,0,1000,1200,6.3
good,0,parents,48,26,single,no_rec,fixed,35,75,0,0,850,1400,2.26
good,15,parents,60,34,married,no_rec,fixed,75,182,3000,0,1500,1889,4.28
good,11,parents,30,27,single,no_rec,fixed,35,117,0,0,600,1293,4.1
good,9,priv,60,26,married,no_rec,fixed,35,217,4000,0,750,1546,14.56
good,1,owner,12,61,married,no_rec,others,35,58,18000,0,500,1342,0.55
good,11,owner,36,34,married,no_rec,fixed,60,180,23000,0,400,1084,10.8
good,8,parents,24,23,single,no_rec,partime,45,110,0,0,900,931,1.73
bad,5,owner,48,40,married,yes_rec,fixed,35,87,5000,0,600,1258,4.16
good,0,parents,42,21,single,no_rec,fixed,35,75,0,0,900,1141,1.87
good,0,other,60,37,married,no_rec,fixed,60,198,0,0,1000,1000,8.28
good,10,owner,60,40,married,yes_rec,fixed,60,233,15000,2640,1400,2038,6.28
good,7,owner,30,30,married,yes_rec,fixed,45,126,7000,0,500,1661,4.86
bad,8,parents,60,49,married,no_rec,freelance,105,43,3000,0,1200,1451,-3.1
good,36,owner,60,61,married,no_rec,fixed,45,154,4000,0,1350,1650,4.84
good,4,owner,48,29,married,no_rec,fixed,45,160,3500,0,1000,1226,5.52
good,0,parents,24,21,single,no_rec,fixed,35,160,0,0,900,1681,3.33
bad,10,owner,60,40,married,no_rec,fixed,45,70,7500,0,1388,1388,1.08
good,9,rent,60,41,married,no_rec,fixed,72,120,6000,700,1600,1776,1.54
good,8,owner,36,30,married,no_rec,freelance,45,80,7000,3000,1000,1734,0.18
good,9,rent,36,39,married,no_rec,freelance,54,90,0,0,600,875,2.16
bad,1,parents,36,24,single,yes_rec,partime,35,120,0,0,250,750,12.24
good,19,owner,60,46,married,no_rec,freelance,60,190,7000,0,1500,2755,5.2
good,18,owner,36,34,married,no_rec,fixed,60,130,6000,0,650,1601,3.88
good,7,owner,60,28,married,no_rec,fixed,35,111,3000,0,1600,1707,2.85
good,9,rent,60,43,married,no_rec,fixed,88,280,0,0,850,863,13.55
good,8,rent,60,31,single,no_rec,fixed,46,110,0,0,850,880,4.52
bad,5,rent,36,28,married,no_rec,freelance,60,184,0,0,900,1200,4.96
good,30,owner,60,54,married,no_rec,fixed,60,150,15000,0,1000,1388,5.4
bad,10,priv,48,37,married,no_rec,fixed,60,150,1000,0,1200,1350,3.6
good,0,owner,36,47,married,no_rec,partime,35,85,1,0,500,700,3.6
bad,10,owner,36,36,married,yes_rec,freelance,60,200,7000,0,1100,1250,4.58
good,9,other,48,24,single,no_rec,fixed,45,88,0,0,1200,1302,1.72
bad,2,other,60,22,single,no_rec,fixed,35,58,12000,0,1450,1600,0.95
bad,13,other,48,37,married,no_rec,fixed,60,98,0,0,950,1365,1.92
good,24,owner,60,45,married,no_rec,fixed,90,198,3500,0,900,1541,7.2
good,10,owner,60,39,married,no_rec,freelance,60,171,39000,0,3000,3569,2.22
good,10,parents,36,37,single,yes_rec,fixed,35,150,0,0,1000,2484,4.14
bad,0,other,60,23,single,no_rec,partime,35,72,0,0,1000,1084,2.22
good,7,owner,6,52,married,yes_rec,freelance,60,101,9000,0,550,2136,0.45
good,8,priv,48,31,married,no_rec,fixed,60,122,4000,0,1400,1732,2.13
good,2,owner,60,31,married,no_rec,fixed,60,306,4000,0,1000,2095,14.76
good,18,priv,60,48,widow,no_rec,freelance,45,200,8500,500,1300,1309,6.92
good,14,owner,60,28,married,no_rec,fixed,60,107,6000,2500,950,1610,1.39
good,1,parents,24,29,single,no_rec,partime,35,147,0,0,650,1370,4.14
bad,25,owner,60,44,single,yes_rec,fixed,35,100,3500,360,1050,1606,3.51
good,5,owner,60,31,single,no_rec,fixed,35,172,8000,0,850,1934,9.67
good,4,owner,6,30,single,no_rec,fixed,35,300,10000,0,750,1436,2.12
good,13,owner,36,40,widow,no_rec,fixed,35,109,6000,3300,900,1073,1.64
good,11,owner,48,28,single,no_rec,fixed,35,345,6000,0,830,1152,17.93
bad,10,owner,60,37,single,no_rec,fixed,35,92,3000,0,1500,1635,2.28
bad,3,parents,60,35,married,yes_rec,fixed,35,410,0,0,2000,2228,11.25
good,5,parents,60,21,single,no_rec,partime,35,70,0,0,1400,1550,1.5
good,8,parents,42,27,single,no_rec,fixed,35,107,0,0,400,1418,7.56
good,12,owner,36,32,married,no_rec,fixed,45,115,3500,0,800,1280,3.15
good,2,other,60,20,single,no_rec,fixed,35,165,2000,0,1000,1275,7.8
good,0,parents,60,19,single,no_rec,others,75,200,3000,0,1800,2091,4.17
good,19,owner,24,52,married,no_rec,fixed,35,180,2500,0,580,1380,6
bad,2,owner,36,55,married,no_rec,fixed,35,87,10000,0,1150,2000,1.63
good,19,other,60,34,married,no_rec,fixed,75,154,4500,0,1600,1778,2.96
good,0,owner,36,53,separated,no_rec,freelance,35,174,10000,2000,600,787,7.14
bad,1,parents,24,21,single,no_rec,fixed,35,60,0,0,900,1486,0.67
bad,1,owner,24,32,married,no_rec,partime,45,182,4000,200,175,175,18.51
bad,2,owner,60,26,single,no_rec,freelance,35,34,10000,4800,1600,1911,-1.84
good,10,owner,60,50,married,no_rec,freelance,35,64,3500,0,700,985,2.49
good,1,other,36,32,single,no_rec,freelance,35,36,0,0,1000,1172,0.04
good,0,owner,18,26,single,no_rec,others,35,85,7500,2600,600,1290,0.72
good,7,rent,36,33,separated,yes_rec,fixed,47,115,0,0,645,895,3.8
good,1,other,36,46,married,no_rec,freelance,60,57,0,0,660,1212,-0.16
good,14,owner,18,37,married,no_rec,fixed,60,215,7000,0,600,1661,4.65
good,16,owner,60,48,married,no_rec,freelance,45,273,7000,0,2000,2529,6.84
good,8,parents,36,26,married,no_rec,freelance,45,101,4000,0,1000,1500,2.02
good,1,parents,60,22,single,no_rec,fixed,35,110,2000,0,1500,2098,3
bad,0,other,36,41,married,yes_rec,freelance,35,44,0,0,1000,1600,0.32
bad,3,rent,36,61,married,no_rec,fixed,41,57,12000,0,2500,3559,0.23
good,10,parents,48,24,single,no_rec,fixed,35,163,0,0,1000,1260,6.14
good,3,parents,24,24,married,no_rec,fixed,35,120,10000,0,500,650,4.08
bad,4,parents,60,26,single,no_rec,fixed,35,52,0,0,1050,1372,0.97
good,1,rent,36,22,single,no_rec,fixed,59,136,0,0,450,2050,6.16
bad,3,owner,36,36,married,no_rec,freelance,90,82,4000,0,1300,1500,-0.22
good,2,rent,48,45,married,no_rec,freelance,47,124,0,0,1600,1895,2.31
good,5,parents,12,43,married,no_rec,fixed,105,265,0,0,500,1114,3.84
good,5,parents,24,35,married,yes_rec,fixed,35,189,3000,0,800,1828,4.62
bad,4,owner,60,35,married,yes_rec,freelance,45,184,15000,3000,2000,2477,3.27
good,10,parents,36,28,married,no_rec,freelance,45,230,0,0,1700,2300,3.92
bad,2,owner,60,32,married,yes_rec,fixed,60,260,2500,450,1800,2400,6.52
good,30,priv,36,66,single,no_rec,fixed,35,111,3500,0,800,1251,3.42
good,15,other,48,33,married,no_rec,fixed,45,125,0,0,1000,1587,3.84
good,0,parents,36,25,single,no_rec,fixed,35,440,0,0,550,1546,26.51
bad,3,owner,60,40,married,yes_rec,fixed,60,200,8000,0,1700,2000,4.94
good,4,rent,48,42,married,no_rec,freelance,100,245,0,0,1450,1489,4.8
bad,4,owner,60,42,married,no_rec,others,105,88,3500,108,1000,1025,-1.08
bad,12,owner,60,35,married,no_rec,fixed,60,92,3000,1600,875,875,1.1
bad,1,rent,60,30,married,no_rec,partime,84,92,0,0,750,900,0.64
good,18,owner,60,39,married,no_rec,fixed,60,130,3500,0,1400,1471,3
